,0
2019-08-23,-0.01299247996179549
2019-08-26,-0.01931625182061732
2019-08-27,0.062278112830110234
2019-08-28,0.08966396347394424
2019-08-29,0.08278809571576425
2019-08-30,0.08702170545218303
2019-09-03,0.07537628547089752
2019-09-04,0.11178965580427123
2019-09-05,0.14861028698390888
2019-09-06,0.18556600828702274
2019-09-09,0.2205601019183567
2019-09-11,0.32629836653361277
2019-09-12,0.3384788548904905
2019-09-13,0.37353085963057014
2019-09-16,0.3810735143164537
2019-09-17,0.30482207381258813
2019-09-18,0.2518801517766545
2019-09-19,0.18145479907844717
2019-09-20,0.22029681216428984
2019-09-23,0.26225040126856963
2019-09-24,0.25590840740583604
2019-09-25,0.13915370415664977
2019-09-26,0.12801690390999132
2019-09-27,0.09628286255000135
2019-09-30,-0.009950076518436489
2019-10-01,-0.038163036054560215
2019-10-03,-0.038058452408284704
2019-10-04,-0.04602535067026964
2019-10-07,-0.08236918171987952
2019-10-09,-0.0911956358779848
2019-10-10,-0.1662839142305211
2019-10-11,-0.16366429069118885
2019-10-14,-0.11695595206844281
2019-10-15,-0.08409907754556697
2019-10-16,-0.095888675908252
2019-10-17,-0.06417115524794947
2019-10-18,-0.07278882921984561
2019-10-22,-0.08914187439937642
2019-10-23,-0.17123394292259342
2019-10-24,-0.23996165199704286
2019-10-25,-0.24254135363395582
2019-10-27,-0.21273692500254177
2019-10-29,-0.15011525654274027
2019-10-30,-0.09600007061529553
2019-10-31,-0.037960393524072995
2019-11-01,0.05568506782220842
2019-11-04,0.0860592544497297
2019-11-05,0.0344821940237413
2019-11-06,0.07360085818736149
2019-11-07,0.07473767414287126
2019-11-08,0.10808418140499951
2019-11-11,0.13854834884069903
2019-11-13,0.06254208799747835
2019-11-14,-0.018676844549856134
2019-11-15,-0.034956564474754606
2019-11-18,-0.013639287389161746
2019-11-19,0.04947440970363606
2019-11-20,0.09905027796145274
2019-11-21,0.12163761103589182
2019-11-22,0.18786657786657787
2019-11-25,0.21611471861471862
2019-11-26,0.1633130758130758
2019-11-27,0.14866994116994117
2019-11-28,0.1535314685314685
2019-11-29,0.13607614607614607
2019-12-02,0.1376452474186185
2019-12-03,-0.08643005562269017
2019-12-04,-0.05234024709945389
2019-12-05,0.023318552709487548
2019-12-06,-0.0037259962259962257
2019-12-09,-0.01973125237997759
2019-12-10,-0.12716006216006215
2019-12-11,-0.19365191319346048
2019-12-12,-0.16157536907536907
2019-12-13,-0.09221601502054759
2019-12-16,-0.09634948384948384
2019-12-17,-0.09943528693528693
2019-12-18,-0.1075949050949051
2019-12-19,-0.0901488737891004
2019-12-20,-0.09410506248444982
2019-12-23,-0.08582061627387405
2019-12-24,-0.06775814393030027
2019-12-26,-0.07950644268584924
2019-12-27,-0.04845436649104965
2019-12-30,0.00730422048302684
2019-12-31,0.00023980017197955454
2020-01-01,0.04935218488238606
2020-01-02,0.19608806531731102
2020-01-03,0.2568308947738295
2020-01-06,0.20445679122816973
2020-01-07,0.2013309318760176
2020-01-08,0.14943970239680138
2020-01-09,0.15885902041493344
2020-01-10,0.2112549487771555
2020-01-13,0.2786229741114026
2020-01-14,0.2977205070341384
2020-01-15,0.3527040402100421
2020-01-16,0.3716951771520361
2020-01-17,0.36746880142472405
2020-01-20,0.3733268550002838
2020-01-21,0.3867147431000843
2020-01-22,0.3716875384662392
2020-01-23,0.3724666844175175
2020-01-24,0.39589289689520163
2020-01-27,0.369362342096053
2020-01-28,0.36035554808661835
2020-01-29,0.3808193145261614
2020-01-30,0.3447453946745731
2020-01-31,0.30918467745663203
2020-02-03,0.27975468975468976
2020-02-04,0.29171399107659723
2020-02-05,0.3662001261655353
2020-02-06,0.4402644577644578
2020-02-07,0.450923167238761
2020-02-10,0.4872612043291929
2020-02-11,0.5046760368998329
2020-02-12,0.43197803927265677
2020-02-13,0.37062166665566093
2020-02-14,0.3139267484168333
2020-02-17,0.33155591654175215
2020-02-18,0.31426129426129423
2020-02-19,0.285524198024198
2020-02-20,0.333031413031413
2020-02-24,0.3326534576534576
2020-02-25,0.3243184593184593
2020-02-26,0.319035964035964
2020-02-27,0.2916028416028416
2020-02-28,0.2687863807634581
2020-03-02,0.24230835703615075
2020-03-03,0.1908561352687427
2020-03-04,0.18535806123198673
2020-03-05,0.16278640175488313
2020-03-06,0.11122586423446022
2020-03-09,0.04770441274739269
2020-03-11,0.04245935535333816
2020-03-12,-0.0069188752691852215
2020-03-13,-0.07043733362338755
2020-03-16,-0.0968577047694083
2020-03-17,-0.062315435677865544
2020-03-18,0.004320410816356009
2020-03-19,-0.04148958061979819
2020-03-20,-0.05754376862690764
2020-03-23,0.03405560402892443
2020-03-24,-0.0034854497741047476
2020-03-25,-0.10895207882068719
2020-03-26,-0.1615861944951316
2020-03-27,-0.1653018463210927
2020-03-30,-0.12684033033893058
2020-03-31,-0.13670520231213876
2020-04-01,-0.13282260939700874
2020-04-03,-0.08612073852843709
2020-04-07,-0.12262634645844171
2020-04-08,-0.09611974494000482
2020-04-09,-0.07931452807353882
2020-04-13,-0.03890062598092435
2020-04-15,0.0037179341398248587
2020-04-16,0.16632268730121622
2020-04-17,0.23762417116008683
2020-04-20,0.29355347841549523
2020-04-21,0.2402916070019621
2020-04-22,0.18827632334629937
2020-04-23,0.20612661721128236
2020-04-24,0.15923293565722194
2020-04-27,0.10329992679357865
2020-04-28,0.16671046903077943
2020-04-29,0.17671221448143173
2020-04-30,0.1418379396051295
2020-05-04,0.042371455247414064
2020-05-05,0.04839827008918955
2020-05-06,-0.08262254157191198
2020-05-07,-0.12883803138493388
2020-05-08,-0.12194389220741697
2020-05-11,-0.2253915936536238
2020-05-12,-0.20214092284203886
2020-05-13,-0.16561184767180637
2020-05-14,-0.18317231499357514
2020-05-15,-0.17110670980912734
2020-05-18,-0.22141705046595492
2020-05-19,-0.29271065022202297
2020-05-20,-0.26064431927562065
2020-05-21,-0.28293367267491504
2020-05-22,-0.3058934043497816
2020-05-26,-0.3179448589243384
2020-05-27,-0.3087875612093172
2020-05-28,-0.30776368990963865
2020-05-29,-0.28431316233739007
2020-06-01,-0.3007667739089011
2020-06-02,-0.3496417113609091
2020-06-03,-0.3313109113109113
2020-06-04,-0.2978566393274465
2020-06-05,-0.18264609557937994
2020-06-08,-0.11829296096518169
2020-06-09,-0.19470811521068607
2020-06-10,-0.1822676297740739
2020-06-11,-0.16966775928051145
2020-06-12,-0.09183534784383764
2020-06-15,-0.01126090000295048
2020-06-16,-0.04625077009326328
2020-06-17,-0.017859671593685608
2020-06-18,0.03645633342958795
2020-06-19,0.09288423680798964
2020-06-22,0.18801480395924788
2020-06-23,0.2615032580102533
2020-06-24,0.2605360213078126
2020-06-25,0.2935862643088569
2020-06-26,0.3271664354933301
2020-06-29,0.2505703809603
2020-06-30,0.19219518213834522
2020-07-01,0.25213275688499803
2020-07-02,0.2955860742777883
2020-07-03,0.2810335254720094
2020-07-06,0.30812722459303526
2020-07-07,0.36761663103741476
2020-07-08,0.33200973121149296
2020-07-09,0.3077371802718168
2020-07-10,0.24178204766578432
2020-07-13,0.15249247506402377
2020-07-14,0.03663622157831572
2020-07-15,-0.04751308380934861
2020-07-16,-0.05836640817681815
2020-07-17,-0.03033521832339923
2020-07-20,-0.037861876207550195
2020-07-21,-0.05301418106812653
2020-07-22,-0.09073446778524899
2020-07-23,-0.11094198019961324
2020-07-24,-0.12470461696095447
2020-07-27,-0.20729118553448703
2020-07-28,-0.2676832686714226
2020-07-29,-0.2948664372446831
2020-07-30,-0.43474992020299297
2020-07-31,-0.401115012298127
2020-08-03,-0.3915417854680933
2020-08-04,-0.39561360230118314
2020-08-05,-0.36725069518232994
2020-08-06,-0.33517243580451644
2020-08-07,-0.32896738471613723
2020-08-10,-0.2335037561499133
2020-08-11,-0.13881558910425565
2020-08-12,-0.12229995871615477
2020-08-13,-0.05263369878537618
2020-08-14,-0.06346662161230873
2020-08-17,-0.02366465330004646
2020-08-18,0.012372730483706221
2020-08-19,0.09553097471851596
2020-08-20,0.20436392605314013
2020-08-21,0.2909624471316358
2020-08-24,0.2746691244307125
2020-08-25,0.30001769307651477
2020-08-26,0.3888403371806076
2020-08-27,0.3724769221736095
2020-08-28,0.40491640860449307
2020-08-31,0.39933552232302644
2020-09-01,0.42035572106871416
2020-09-02,0.41072221359871813
2020-09-03,0.4147902045304825
2020-09-04,0.34859219951966725
2020-09-07,0.3233583874096782
2020-09-08,0.30143295830026506
2020-09-09,0.22753951333883174
2020-09-10,0.2980371713273473
2020-09-11,0.2865330449261605
2020-09-14,0.2457524781749428
2020-09-15,0.2596686429820057
2020-09-16,0.25751518546759833
2020-09-17,0.1532912653086631
2020-09-18,0.133639117557046
2020-09-21,0.05545316488280078
2020-09-22,0.019598622800916534
2020-09-23,0.05959723298848509
2020-09-24,0.050970841234801695
2020-09-25,0.05620264880758444
2020-09-28,0.10342850227604888
2020-09-29,0.0760568744786372
2020-09-30,0.048365301310816726
2020-10-01,-0.012461284561300386
2020-10-05,0.01649580230889634
2020-10-06,0.03476962236073413
2020-10-07,0.027920862917092774
2020-10-08,-0.02663223225672608
2020-10-09,0.03593936387658403
2020-10-12,-0.1449199481788848
2020-10-13,-0.16018357335021366
2020-10-14,-0.1715623549625579
2020-10-15,-0.23377599437799912
2020-10-16,-0.24558326918279821
2020-10-19,-0.2549523084420469
2020-10-20,-0.33508037369139615
2020-10-21,-0.31969237766320324
2020-10-22,-0.2318699496621196
2020-10-23,-0.2447515230178161
2020-10-26,-0.22620027861750439
2020-10-27,-0.3179808527303942
2020-10-28,-0.3152897557187141
2020-10-29,-0.30876760895844335
2020-10-30,-0.3228776492397877
2020-11-02,-0.33505780219984815
2020-11-03,-0.3845941478347947
2020-11-04,-0.3510245877113308
2020-11-05,-0.3924512042512843
2020-11-06,-0.3739082213040304
2020-11-09,-0.37779938055298085
2020-11-10,-0.2537761931802314
2020-11-11,-0.3314879362094577
2020-11-12,-0.3337752888780136
2020-11-13,-0.33402157824674417
2020-11-14,-0.37007546725927837
2020-11-17,-0.2803144231768409
2020-11-18,-0.23749794940259708
2020-11-19,-0.14707807672689316
2020-11-20,-0.11125178974034332
2020-11-23,-0.13611912762802011
2020-11-24,-0.133929858960593
2020-11-25,-0.1572542703454143
2020-11-26,-0.17614260593517062
2020-11-27,-0.12907803073922494
2020-12-01,-0.05812673451698444
2020-12-02,-0.11463095812390098
2020-12-03,-0.10212424478583938
2020-12-04,-0.06765072775767302
2020-12-07,-0.009565145821598417
2020-12-08,0.01578651685754503
2020-12-09,0.0841503140837107
2020-12-10,0.10771327968065597
2020-12-11,0.06768243547740202
2020-12-14,0.07325826961695293
2020-12-15,0.0717452855696731
2020-12-16,0.07926824913403019
2020-12-17,0.06365263001338951
2020-12-18,0.002361129329701618
2020-12-21,-0.09038778591398595
2020-12-22,-0.06731402665172759
2020-12-23,-0.044721537778730044
2020-12-24,0.014264652617294907
2020-12-28,0.01787330319603666
2020-12-29,0.00717545246735467
2020-12-30,-0.06913166666266139
2020-12-31,-0.06129471163614945
2021-01-01,-0.043203858730863215
2021-01-04,-0.004789284045938994
2021-01-05,-0.02393659910797278
2021-01-06,-0.02437549177797191
2021-01-07,-0.02311648957705798
2021-01-08,0.009279520078113751
2021-01-11,0.004738230424662641
2021-01-12,0.0014539110206455365
2021-01-13,0.04101135184575302
2021-01-14,0.06176119597135649
2021-01-15,0.0329735558263936
2021-01-18,-0.03460314388042551
2021-01-19,-0.10434970659046042
2021-01-20,-0.1354890714508997
2021-01-21,-0.09436583597002188
2021-01-22,-0.08291231621216553
2021-01-25,-0.14399161862748
2021-01-27,-0.14316716839982893
2021-01-28,-0.1597224022834561
2021-01-29,-0.17235526904035192
2021-02-01,-0.1935906885680869
2021-02-02,-0.20599591267597298
2021-02-03,-0.22090315510707273
2021-02-04,-0.16841144791923296
2021-02-05,-0.16978350629782074
2021-02-08,-0.12732746911551532
2021-02-09,-0.13052229855292263
2021-02-10,-0.13104524807186788
2021-02-11,-0.12514256210891067
2021-02-12,-0.0894188684243933
2021-02-15,-0.02662054168834681
2021-02-16,-0.04205626380502127
2021-02-17,0.019997330645246267
2021-02-18,0.07957349528757893
2021-02-19,0.07408337518834757
2021-02-22,0.03284033896791305
2021-02-23,0.0927517986784687
2021-02-24,0.1271679099403861
2021-02-25,0.2615506040920406
2021-02-26,0.24935235532925137
2021-03-01,0.27375112793730233
2021-03-02,0.35696408199521523
2021-03-03,0.3326747971828918
2021-03-04,0.31139819085024567
2021-03-05,0.2877391599683007
2021-03-08,0.2792067210498094
2021-03-09,0.30909887124083885
2021-03-10,0.21921316541490884
2021-03-12,0.2208088300242721
2021-03-15,0.2290456883742469
2021-03-16,0.2616208200267976
2021-03-17,0.2669610650524764
2021-03-18,0.2789558507790552
2021-03-19,0.275693668461122
2021-03-22,0.2332611348800639
2021-03-23,0.2809693419905126
2021-03-24,0.28892002021082885
2021-03-25,0.2677661364251018
2021-03-26,0.2429554525682417
2021-03-30,0.21855492573724616
2021-03-31,0.20670489731263214
2021-04-01,0.14452546208461522
2021-04-05,0.14551596068421785
2021-04-06,0.11772244065091389
2021-04-07,0.0982039055871301
2021-04-08,0.10192658308081838
2021-04-09,0.10722476920367427
2021-04-12,0.1065511585350862
2021-04-13,0.12813454752179013
2021-04-15,0.12903746178482492
2021-04-16,0.0827183865857899
2021-04-19,0.14610703209397335
2021-04-20,0.03616800075865872
2021-04-22,0.04665625685213832
2021-04-23,0.017384674592108042
2021-04-26,-0.0028789645110643123
2021-04-27,-0.11362093456518368
2021-04-28,-0.11997871540814786
2021-04-29,-0.13968678232867085
2021-04-30,-0.1333766685348805
2021-05-03,-0.14587572146587718
2021-05-04,-0.10617182917534501
2021-05-05,-0.04093142225147206
2021-05-06,-0.1051143128353589
2021-05-07,-0.07678821800864141
2021-05-10,-0.031729167470138826
2021-05-11,0.04728347617513246
2021-05-12,0.10578587041849807
2021-05-14,0.12710154104923718
2021-05-17,0.07888624451513618
2021-05-18,-0.020483625963078015
2021-05-19,-0.024948650353382604
2021-05-20,-0.024925759172334513
2021-05-21,0.007238589554903377
2021-05-24,-0.0230618696372121
2021-05-25,-0.022262420020825995
2021-05-26,0.01593499899851083
2021-05-27,0.05946979545983282
2021-05-28,0.03993441178995351
2021-05-31,0.05942202256025419
2021-06-01,0.09374461155283073
2021-06-02,0.1496396505113815
2021-06-03,0.16228404223422901
2021-06-04,0.1829602526987334
2021-06-07,0.20882018735188168
2021-06-08,0.16121158867273142
2021-06-09,0.13672570411847307
2021-06-10,0.12538528168440588
2021-06-11,0.07590511890983484
2021-06-14,0.08480416955602225
2021-06-15,0.12344067340698826
2021-06-16,0.1323444128294791
2021-06-17,0.18163406321951125
2021-06-18,0.2050095120027462
2021-06-21,0.19709175640706353
2021-06-22,0.2055778457531921
2021-06-23,0.22905067086517797
2021-06-24,0.19404327987305756
2021-06-25,0.2150060180474113
2021-06-28,0.1965618500462903
2021-06-29,0.19147635164221147
2021-06-30,0.14810610453996936
2021-07-01,0.17232708903492644
2021-07-02,0.15100204085158053
2021-07-05,0.1119270130273948
2021-07-06,0.12607231080170672
2021-07-07,0.15713594736725214
2021-07-08,0.1653775822201603
2021-07-09,0.14321028174610032
2021-07-12,0.16688193908045695
2021-07-13,0.19618728453222056
2021-07-14,0.14562820965246298
2021-07-15,0.131891575749649
2021-07-16,0.15463608926442973
2021-07-19,0.15714507814215878
2021-07-20,0.08964397381195047
2021-07-22,0.054638557041431515
2021-07-23,0.12028093173388482
2021-07-26,0.09612287555247359
2021-07-27,0.10837884325420818
2021-07-28,0.13879370124598062
2021-07-29,0.1690876381646649
2021-07-30,0.16613296876041095
2021-08-02,0.09691749974705287
2021-08-03,0.04200107101521878
2021-08-04,0.05022666531761524
2021-08-05,0.0474990313975268
2021-08-06,0.025627864163682717
2021-08-09,0.06871031506108982
2021-08-10,0.13630914336056937
2021-08-11,0.14920155075106795
2021-08-12,0.1339662358750614
2021-08-13,0.12773954094412213
2021-08-16,0.06646340410095182
2021-08-17,0.06343766271904606
2021-08-18,0.05142353716348777
2021-08-20,0.07929535095490631
2021-08-23,0.14397930836287
2021-08-24,0.1070955992132727
2021-08-25,0.08422004673969642
2021-08-26,0.06915772303151599
2021-08-27,0.004334403525959781
2021-08-30,0.03365011364113094
2021-08-31,0.030250010488052263
2021-09-01,-0.00391266043635233
2021-09-02,0.05334568867018901
2021-09-03,0.03379373826263564
2021-09-06,0.029200711706887324
2021-09-07,0.02141857693171415
2021-09-08,0.06071669179686247
2021-09-09,0.026220624199514837
2021-09-13,0.024791040982372673
2021-09-14,0.01751652793646955
2021-09-15,-0.035549068044015274
2021-09-16,-0.027273289109200485
2021-09-17,0.022268427554886
2021-09-20,0.0030062701506684106
2021-09-21,-0.07203336574369543
2021-09-22,-0.12692627999003825
2021-09-23,-0.13942962249984855
2021-09-24,-0.11562324269650133
2021-09-27,-0.07273191650070392
2021-09-28,-0.07173426848140219
2021-09-29,-0.05123704987789513
2021-09-30,-0.013926012589253424
2021-10-01,-0.017960734199389785
2021-10-04,0.03129470511535291
2021-10-05,0.0005378610751959154
2021-10-06,0.02090119571595795
2021-10-07,-0.004220471508115152
2021-10-08,0.032918949467955975
2021-10-11,0.028040100672271313
2021-10-12,0.05707140790171314
2021-10-13,0.06860857718279825
2021-10-14,0.07120980538006336
2021-10-18,0.11336936614999779
2021-10-19,0.058675809285109806
2021-10-20,0.10469075608709247
2021-10-21,0.20266662911899572
2021-10-22,0.232400257525233
2021-10-25,0.2633501391529634
2021-10-26,0.1620056573982183
2021-10-27,0.13078120842647423
2021-10-28,0.07193583310861276
2021-10-29,0.09695193700355699
2021-11-01,0.06520428198818802
2021-11-02,0.05307695071479761
2021-11-03,0.05696261204445423
2021-11-04,0.09636852521164263
2021-11-08,0.14932626628345338
2021-11-09,0.06695461846063612
2021-11-10,0.09779161431032374
2021-11-11,0.07792670770891374
2021-11-12,0.0676380022567445
2021-11-15,0.08949390271139501
2021-11-16,0.11941057601364145
2021-11-17,0.08400386476740719
2021-11-18,0.029781349376564556
2021-11-22,0.08140035657339956
2021-11-23,-0.009197884641902037
2021-11-24,-0.013892476417796819
2021-11-25,-0.03481664436464486
2021-11-26,0.09904185464778667
2021-11-29,0.16544153866205374
2021-11-30,0.12485976756324456
2021-12-01,0.0672039382327865
2021-12-02,0.06078183359409353
2021-12-03,0.11336111213611938
2021-12-06,0.17212847712472884
2021-12-07,0.12658452789953797
2021-12-08,0.10652727417503559
2021-12-09,0.1957376272331963
2021-12-10,0.22372237575766993
2021-12-13,0.19437304452700618
2021-12-14,0.16128464500942902
2021-12-15,0.18003193817840712
2021-12-16,0.2067931505279656
2021-12-17,0.26597468809870695
2021-12-20,0.3357028826900705
2021-12-21,0.32221388189185884
2021-12-22,0.2846132071990538
2021-12-23,0.2305499018257879
2021-12-24,0.1292653830542182
2021-12-27,0.10483836326243644
2021-12-28,0.0952663715937627
2021-12-29,0.12393401838411655
2021-12-30,0.16697700140415345
2021-12-31,0.09744591678788739
2022-01-03,0.024545009623209123
2022-01-04,-0.019619062693605176
2022-01-05,0.02300126626283499
2022-01-06,-0.038603780144144215
2022-01-07,-0.11602303161190211
2022-01-10,-0.17005989927213572
2022-01-11,-0.1369249506220483
2022-01-12,-0.15302574952020628
2022-01-13,-0.16299748710080397
2022-01-14,-0.16913068520567923
2022-01-17,-0.1691892129448814
2022-01-18,-0.18892518418135257
2022-01-19,-0.20254723605167574
2022-01-20,-0.1949755481658571
2022-01-21,-0.19160350707878598
2022-01-24,-0.13018484112100925
2022-01-25,-0.07847729288808113
2022-01-27,-0.013031872114716883
2022-01-28,0.0017324942234139794
2022-01-31,0.032924373195870334
2022-02-01,0.04886428321693477
2022-02-02,0.09696357211173108
2022-02-03,0.11188060020631008
2022-02-04,0.08344939479486016
2022-02-07,0.12295387495990823
2022-02-08,0.182115591152474
2022-02-09,0.10360899473879444
2022-02-10,0.09321767679612199
2022-02-11,0.10936544112363349
2022-02-14,0.12960671080460126
2022-02-15,0.10272897120028898
2022-02-16,0.1517806335586841
2022-02-17,0.19803102926582006
2022-02-18,0.2118909751583314
2022-02-21,0.28837242499043503
2022-02-22,0.29652811899763254
2022-02-23,0.1950389492349015
2022-02-24,0.22294557096465462
2022-02-25,0.15589598777240674
2022-02-28,0.11063146119351099
2022-03-02,0.061750219945193356
2022-03-03,0.05113361597666347
2022-03-04,0.016332994109547274
2022-03-07,0.12615087890415855
2022-03-08,0.10203757574800804
2022-03-09,0.04063669520937034
2022-03-10,0.00221256124963828
2022-03-11,-0.007254549903767909
2022-03-14,-0.03236835818924414
2022-03-15,0.025694987968560946
2022-03-16,0.0866608338301926
2022-03-17,0.061443607606122344
2022-03-21,-0.042738312801878425
2022-03-22,-0.02267620377509463
2022-03-23,-0.005933422152996402
2022-03-24,-0.051743441943208505
2022-03-25,-0.0345556718670191
2022-03-28,-0.035295067893487596
2022-03-29,-0.05483258415216424
2022-03-30,-0.09591170511751256
2022-03-31,-0.05999213095173262
2022-04-01,-0.027786409426278063
2022-04-04,-0.03381766592024486
2022-04-05,-0.06796330750959893
2022-04-06,-0.06978477416046969
2022-04-07,-0.04391505649448155
2022-04-08,-0.031364767207676815
2022-04-11,-0.053394292087690455
2022-04-12,-0.06323182530486601
2022-04-13,-0.08345758170293466
2022-04-18,-0.07277438903994538
2022-04-19,-0.06302838425676349
2022-04-20,-0.07328593263559403
2022-04-21,-0.058573474610471736
2022-04-22,-0.08598618957819076
2022-04-25,-0.07646745062217816
2022-04-26,-0.1110876168428494
2022-04-27,-0.1053423250161695
2022-04-28,-0.12695565124329125
2022-04-29,-0.10956419791084722
2022-05-02,-0.08001573809653474
2022-05-04,-0.09020633917311356
2022-05-05,-0.09131290113942105
2022-05-06,-0.06668131558012311
2022-05-09,0.005560835242617896
2022-05-10,0.05657943608417556
2022-05-11,0.03520638763478116
2022-05-12,0.08507258619338319
2022-05-13,0.028708775657717126
2022-05-16,0.0029721906209667272
2022-05-17,-0.023825838258627347
2022-05-18,0.027474482193983664
2022-05-19,-0.06468027249180205
2022-05-20,0.00257891841583698
2022-05-23,-0.03587580171905347
2022-05-24,-0.0925164662420445
2022-05-25,-0.0650518356559228
2022-05-26,-0.06528652124879387
2022-05-27,-0.027133454912480294
2022-05-30,0.012022510618014001
2022-05-31,0.08671483144266087
2022-06-01,0.12244569530629014
2022-06-02,0.050217622629571586
2022-06-03,0.02558737917247718
2022-06-06,0.0006061492390091851
2022-06-07,-0.0357378529846529
2022-06-08,-0.021228195668841567
2022-06-09,-0.0002801283279006713
2022-06-10,-0.09344977950412489
2022-06-13,-0.08041226682592055
2022-06-14,-0.17167436201795064
2022-06-15,-0.19671711625450683
2022-06-16,-0.1451169005340861
2022-06-17,-0.06703582843059804
2022-06-20,0.018416701604746438
2022-06-21,-0.024689631663479733
2022-06-22,0.02208551100207389
2022-06-23,0.008031569924471543
2022-06-24,0.04545299748533524
2022-06-27,0.07452094278952578
2022-06-28,0.08736226719608711
2022-06-29,0.04662988033749319
2022-06-30,0.04639694342997879
2022-07-01,0.08195540449587771
2022-07-04,0.08405890498044918
2022-07-05,0.09880231847853267
2022-07-06,0.12212246035409172
2022-07-07,0.05445314336970626
2022-07-08,0.013341789582526164
2022-07-11,0.028517631032789356
2022-07-12,-0.0009562635881971163
2022-07-13,0.02489221983944643
2022-07-14,0.05991910626988104
2022-07-15,0.021063957376555628
2022-07-18,0.0034733961300321067
2022-07-19,-0.02046404078741829
2022-07-20,-0.01158769368964743
2022-07-21,-0.03171177693706645
2022-07-22,-0.05222433080057154
2022-07-25,-0.07095599213272692
