,0
cagr,0.0
annual_vol,0.0
sharpe,0.0
sortino,0.0
max_drawdown,0.0
calmar,0.0
win_rate,0.0
profit_factor,0.0
total_return,0.0
skewness,0.0
kurtosis,0.0
n_days,72.0
