date,long_return,short_return,spread,hit_rate,n_long,n_short
2020-09-18,-0.014171131563228169,-0.045596750809150176,0.03142561924592201,0.44680851063829785,47,45
2020-09-21,0.026999078403867345,0.013855349826824858,0.013143728577042487,0.574468085106383,47,45
2020-09-22,0.04533243215809949,0.03728167527307346,0.00805075688502603,0.6808510638297872,47,45
2020-09-23,0.04965641950884153,0.04558694191267858,0.004069477596162954,0.6595744680851063,47,45
2020-09-24,0.06383422837023403,0.06281452955720558,0.0010196988130284496,0.7872340425531915,47,45
2020-09-25,0.04198763286878618,0.03662593810750973,0.005361694761276452,0.6382978723404256,47,45
2020-09-28,0.003899159036617786,-0.010300468409818526,0.014199627446436313,0.46808510638297873,47,45
2020-09-29,0.005369325361106501,-0.006801026161036354,0.012170351522142856,0.48936170212765956,47,45
2020-09-30,0.0026467567656668026,0.00044586132152042745,0.002200895444146375,0.46808510638297873,47,45
2020-10-01,-0.004077928071379805,-0.012905952672441367,0.008828024601061562,0.39622641509433965,53,41
2020-10-05,0.0020912995717730946,-0.0006603952626180147,0.0027516948343911094,0.4528301886792453,53,41
2020-10-06,0.007819985029663839,-0.009019514171165128,0.016839499200828965,0.4716981132075472,53,41
2020-10-07,0.029356468149134188,0.021649930610360687,0.007706537538773501,0.5471698113207547,53,41
2020-10-08,0.03256827129603753,0.03425428922908087,-0.001686017933043342,0.5849056603773585,53,41
2020-10-09,0.04312798164376778,0.032800241783667215,0.010327739860100563,0.660377358490566,53,41
2020-10-12,0.03240318224171982,0.07992478451179952,-0.0475216022700797,0.6415094339622641,53,41
2020-10-13,0.03860215356517667,0.09033048758634836,-0.05172833402117169,0.660377358490566,53,41
2020-10-14,0.041026676454240546,0.08032119059266184,-0.03929451413842129,0.6792452830188679,53,41
2020-10-15,0.06605708576537589,0.1096897592097147,-0.04363267344433881,0.7924528301886793,53,41
2020-10-16,0.05939795385927139,0.10398615539840525,-0.044588201539133863,0.7358490566037735,53,41
2020-10-19,0.057684376452392196,0.10213736433685901,-0.04445298788446681,0.7169811320754716,53,41
2020-10-20,0.0552607795179591,0.1256827969475744,-0.07042201742961529,0.6792452830188679,53,41
2020-10-21,0.046856251526821616,0.1143400070792071,-0.06748375555238549,0.660377358490566,53,41
2020-10-22,0.0531233797395154,0.11579759421334769,-0.06267421447383228,0.6981132075471698,53,41
2020-10-23,0.05816306229426405,0.11836966165997412,-0.060206599365710066,0.7169811320754716,53,41
2020-10-26,0.0714713838846516,0.14411605934417915,-0.07264467545952755,0.7547169811320755,53,41
2020-10-27,0.05391300374589633,0.13828177332284866,-0.08436876957695233,0.6981132075471698,53,41
2020-10-28,0.07255851244578829,0.1693914541724552,-0.09683294172666693,0.8113207547169812,53,41
2020-10-29,0.09074826536762212,0.19388143904494357,-0.10313317367732144,0.8679245283018868,53,41
2020-10-30,0.09043678063224177,0.21744128960039402,-0.12700450896815224,0.8867924528301887,53,41
2020-11-02,0.10159917654493446,0.1982285143843812,-0.09662933783944673,0.8636363636363636,44,41
2020-11-03,0.09802489601546079,0.20521535939889177,-0.10719046338343098,0.8409090909090909,44,41
2020-11-04,0.09881129667963168,0.21220607414799406,-0.11339477746836238,0.8636363636363636,44,41
2020-11-05,0.09830944350906373,0.20343625908929058,-0.10512681558022685,0.8863636363636364,44,41
2020-11-06,0.0929548996311444,0.20159031079063564,-0.10863541115949124,0.8863636363636364,44,41
2020-11-09,0.0972146756289923,0.2053815334951701,-0.1081668578661778,0.8863636363636364,44,41
2020-11-10,0.120437802723418,0.1707107551652921,-0.0502729524418741,0.9772727272727273,44,41
2020-11-11,0.10226083900291391,0.16913889984253289,-0.06687806083961897,0.9545454545454546,44,41
2020-11-12,0.10073870728361603,0.1798100159506809,-0.07907130866706488,0.9545454545454546,44,41
2020-11-13,0.09600689056885849,0.17505634691761057,-0.07904945634875209,0.9545454545454546,44,41
2020-11-14,0.09454352490067262,0.17405625197878893,-0.07951272707811631,0.9545454545454546,44,41
2020-11-17,0.09737948901555558,0.16223242247540107,-0.06485293345984548,0.9545454545454546,44,41
2020-11-18,0.10050745310782734,0.1334810806262784,-0.03297362751845105,0.9318181818181818,44,41
2020-11-19,0.06849136040075955,0.07318222115277552,-0.004690860752015968,0.8863636363636364,44,41
